slang,formal,In-dictionary,context,category1,category2,category3
ngucapin,mengucapkan,1,Kok gk ngucapin selamat ultah ke diva KD?,afiksasi,0,0
kaka,kakak,1,Kok gk ngucapin selamat ultah ke diva KD?,zeroisasi,0,0
yg,yang,1,Cek ig ku ya Kaka... banyak yg bru lho...,abreviasi,0,0
bru,baru,1,Cek ig ku ya Kaka... banyak yg bru lho...,abreviasi,0,0
udah,sudah,1,Aku udah nntn kak bgus bgt filmny ???,zeroisasi,0,0
nntn,menonton,1,Aku udah nntn kak bgus bgt filmny ???,abreviasi,afiksasi,0
bgus,bagus,1,Aku udah nntn kak bgus bgt filmny ???,abreviasi,0,0
bgt,banget,1,Aku udah nntn kak bgus bgt filmny ???,abreviasi,0,0
filmny,filmnya,0,Aku udah nntn kak bgus bgt filmny ???,abreviasi,0,0
dapet,dapat,1,"Hopefully kak @karinasalim dapet cast lagi,seruan mana acting sama nari balet kak :D",modifikasi vokal,0,0
nari,menari,1,"Hopefully kak @karinasalim dapet cast lagi,seruan mana acting sama nari balet kak :D",afiksasi,0,0
sampe,sampai,1,Sampe nangis liat filmnya @karinasalim,monoftongisasi,0,0
nangis,menangis,1,Sampe nangis liat filmnya @karinasalim,afiksasi,0,0
liat,lihat,1,Sampe nangis liat filmnya @karinasalim,zeroisasi,0,0
udah,sudah,1,Udah nonton ???sukak filmnyaa pengen nonton lagi kak??????,zeroisasi,0,0
nonton,menonton,1,Udah nonton ???sukak filmnyaa pengen nonton lagi kak??????,afiksasi,0,0
sukak,suka,1,Udah nonton ???sukak filmnyaa pengen nonton lagi kak??????,anaptiksis,0,0
pengen,pengin,1,Udah nonton ???sukak filmnyaa pengen nonton lagi kak??????,modifikasi vokal,0,0
nonton,menonton,1,Udah nonton ???sukak filmnyaa pengen nonton lagi kak??????,afiksasi,0,0
kl,kalo,1,"@bangkipli.aw @marhaendra.surya Besok aku di BLOK M Square jam 19.00 kl ada yg blm ntn, bareng yuk! @ervitarestiaa @agustinusdcn @ratnalingg @niasuseno",abreviasi,0,0
yg,yang,1,"@bangkipli.aw @marhaendra.surya Besok aku di BLOK M Square jam 19.00 kl ada yg blm ntn, bareng yuk! @ervitarestiaa @agustinusdcn @ratnalingg @niasuseno",abreviasi,0,0
blm,belum,1,"@bangkipli.aw @marhaendra.surya Besok aku di BLOK M Square jam 19.00 kl ada yg blm ntn, bareng yuk! @ervitarestiaa @agustinusdcn @ratnalingg @niasuseno",abreviasi,0,0
ntn,menonton,1,"@bangkipli.aw @marhaendra.surya Besok aku di BLOK M Square jam 19.00 kl ada yg blm ntn, bareng yuk! @ervitarestiaa @agustinusdcn @ratnalingg @niasuseno",abreviasi,afiksasi,0
uda,sudah,1,Uda nonton kak disurabaya,zeroisasi,0,0
nonton,menonton,1,Uda nonton kak disurabaya,afiksasi,0,0
ntn,menonton,1,"Besok aku ntn di Blok M Square jam 19.00 kalau blm ntn, Nobar yuk! @krisna_budis @aripratiwi54 @ariestaneneng",abreviasi,afiksasi,0
blm,belum,1,"Besok aku ntn di Blok M Square jam 19.00 kalau blm ntn, Nobar yuk! @krisna_budis @aripratiwi54 @ariestaneneng",abreviasi,0,0
ntn,menonton,1,"Besok aku ntn di Blok M Square jam 19.00 kalau blm ntn, Nobar yuk! @krisna_budis @aripratiwi54 @ariestaneneng",abreviasi,afiksasi,0
nobar,menonton bareng,0,"Besok aku ntn di Blok M Square jam 19.00 kalau blm ntn, Nobar yuk! @krisna_budis @aripratiwi54 @ariestaneneng",akronim,afiksasi,0
udah,sudah,1,Hehee. Kan aku udah ke Solo sama Surabaya kemariin ? Next film yaaaa sama @filmsalawaku coming soon.. | @ariestaneneng @niasuseno,zeroisasi,0,0
kemariin,kemarin,1,Hehee. Kan aku udah ke Solo sama Surabaya kemariin ? Next film yaaaa sama @filmsalawaku coming soon.. | @ariestaneneng @niasuseno,elongasi,0,0
yaaaa,ya,1,Hehee. Kan aku udah ke Solo sama Surabaya kemariin ? Next film yaaaa sama @filmsalawaku coming soon.. | @ariestaneneng @niasuseno,elongasi,0,0
makasih,terima kasih,1,Oke kak ditunggu? @karinasalim makasih kakak,akronim,0,0
liat,lihat,1,"kyaaaaa,d tunggu akting selanjutnya kak @karinasalim *semoga bisa liat poninya lagi,jadi childish pas d awal filmnya,lucu...,hhee",zeroisasi,0,0
d,di,1,"kyaaaaa,d tunggu akting selanjutnya kak @karinasalim *semoga bisa liat poninya lagi,jadi childish pas d awal filmnya,lucu...,hhee",abreviasi,0,0
lagiiii,lagi,1,Mana ada lagiiii @sherlytrst,elongasi,0,0
knpp,kenapa,1,Knpp sherrr?  Udh ga ad lggi ei kan? @sherlytrst,abreviasi,elongasi,0
udh,sudah,1,Knpp sherrr?  Udh ga ad lggi ei kan? @sherlytrst,abreviasi,0,0
ga,enggak,1,Knpp sherrr?  Udh ga ad lggi ei kan? @sherlytrst,abreviasi,zeroisasi,0
ad,ada,1,Knpp sherrr?  Udh ga ad lggi ei kan? @sherlytrst,abreviasi,0,0
lggi,lagi,1,Knpp sherrr?  Udh ga ad lggi ei kan? @sherlytrst,abreviasi,elongasi,0
lma,lama,1,Hahaha lma gaprgi nnton uh @louisaa_kr @lundychiara,abreviasi,0,0
gaprgi,enggak pergi,0,Hahaha lma gaprgi nnton uh @louisaa_kr @lundychiara,akronim,abreviasi,0
nnton,menonton,1,Hahaha lma gaprgi nnton uh @louisaa_kr @lundychiara,afiksasi,abreviasi,0
aaahh,ah,1,"aaahh kangen kak, mau nonton bareng lagii u,u @karinasalim",elongasi,0,0
lagii,lagi,1,"aaahh kangen kak, mau nonton bareng lagii u,u @karinasalim",elongasi,0,0
klau,kalau,1,Klau d lombok kapan ya ?? @karinasalim,zeroisasi,0,0
d,di,1,Klau d lombok kapan ya ?? @karinasalim,abreviasi,0,0
makasih,terima kasih,1,@desiretnow @bangklipi.022 @widiawalul makasih yaa... | maaf kemarin di lombok & denpasar kita ga tayang yaa @aripratiwi54 @angga_dwitya cc @dwitasaridwita,akronim,0,0
yaa,ya,1,@desiretnow @bangklipi.022 @widiawalul makasih yaa... | maaf kemarin di lombok & denpasar kita ga tayang yaa @aripratiwi54 @angga_dwitya cc @dwitasaridwita,elongasi,0,0
ga,enggak,1,@desiretnow @bangklipi.022 @widiawalul makasih yaa... | maaf kemarin di lombok & denpasar kita ga tayang yaa @aripratiwi54 @angga_dwitya cc @dwitasaridwita,abreviasi,zeroisasi,0
yaa,ya,1,@desiretnow @bangklipi.022 @widiawalul makasih yaa... | maaf kemarin di lombok & denpasar kita ga tayang yaa @aripratiwi54 @angga_dwitya cc @dwitasaridwita,elongasi,0,0
makasih,terima kasih,1,@bangkipli.021 makasih yaaa,akronim,0,0
yaaa,ya,1,@bangkipli.021 makasih yaaa,elongasi,0,0
iyaaa,iya,1,"Iyaaa kak, happy terus yaa, semoga sukses selalu? @karinasalim",elongasi,0,0
yaa,ya,1,"Iyaaa kak, happy terus yaa, semoga sukses selalu? @karinasalim",elongasi,0,0
ndak,indak,1,Iya ndak pa2 kak yang penting harus maen ke lombok pokoknya :)) @karinasalim,zeroisasi,0,0
pa2,apa-apa,1,Iya ndak pa2 kak yang penting harus maen ke lombok pokoknya :)) @karinasalim,reduplikasi,abreviasi,0
maen,main,1,Iya ndak pa2 kak yang penting harus maen ke lombok pokoknya :)) @karinasalim,modifikasi vokal,0,0
tgl,tanggal,1,Tgl 9-15 akan ke lombok kok :) @angga_dwitya,abreviasi,0,0
dtunggu,ditunggu,0,Oke kak dtunggu kok :)) @karinasalim,abreviasi,0,0
ngga,enggak,1,Kak @karinasalim ngga ada kata cuma Wow :),zeroisasi,0,0
bkin,bikin,1,Keren banget kak Filmny ?? bkin baper dan sukses kak @karinasalim,abreviasi,0,0
baper,bawa perasaan,0,Keren banget kak Filmny ?? bkin baper dan sukses kak @karinasalim,akronim,0,0
masa2,masa-masa,0,"kak @karinasalim keren actingnya,,, aku suka banget filmnya #raksasadarijogja jadi mengobati masa2 rindu kuliah di jogja, the best ?",reduplikasi,0,0
thn,tahun,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",abreviasi,0,0
gak,enggak,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
kepikir,terpikir,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",afiksasi,0,0
gak,enggak,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
nonton,menonton,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",afiksasi,0,0
liat,lihat,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
bgt,banget,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",abreviasi,0,0
aja,saja,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
liat,lihat,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
liat,lihat,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",zeroisasi,0,0
ad,ada,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",abreviasi,0,0
tp,tapi,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",abreviasi,0,0
seruuu,seru,1,"Punya buku ini thn 2015 an. Bukunya bagus gak kepikir kalo ada filmnya? film nya aku gak nonton tapi aku liat behind the scene nya di yt. Bagus bgt. Moga aja ada di tv deh. Habisnya aku mau liat pas aku liat 31 maret aku tau ad filmya juga 31 maret. Tp keren, seruuu",elongasi,0,0
kaka,kakak,1,"Filmnya keren banget kak, kaka cantik bgt, filmnya memotivasi,lucuuuu bgt,terharu dll kak???",zeroisasi,0,0
bgt,banget,1,"Filmnya keren banget kak, kaka cantik bgt, filmnya memotivasi,lucuuuu bgt,terharu dll kak???",abreviasi,0,0
lucuuuu,lucu,1,"Filmnya keren banget kak, kaka cantik bgt, filmnya memotivasi,lucuuuu bgt,terharu dll kak???",elongasi,0,0
bgt,banget,1,"Filmnya keren banget kak, kaka cantik bgt, filmnya memotivasi,lucuuuu bgt,terharu dll kak???",abreviasi,0,0
nonton,menonton,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,afiksasi,0,0
bgt,banget,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,abreviasi,0,0
bagusss,bagus,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,elongasi,0,0
bgt,banget,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,abreviasi,0,0
sampe,sampai,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,monoftongisasi,0,0
nonton,menonton,1,Langsung jatuh hati sama kak @karinasalim setelah nonton film ini . cantik dan imut bgt . filmnya juga bagusss bgt . sampe nonton 2 kali,afiksasi,0,0
kek,kayak,1,Aku Mau kek gitu @gracenitapatricia @zhafirarefanza @riskaoktavianti @afriliaflora @nurfadillaar,abreviasi,modifikasi vokal,0
jg,juga,1,Aku jg mau @ghechantika @gracenitapatricia @riskaoktavianti @zhafirarefanza @nurfadillaar,abreviasi,0,0
bgs,bagus,1,Bgs,abreviasi,0,0
thn,tahun,1,15thn udh begini mennn? @wnyaasiintha @fitrahadel,abreviasi,0,0
udh,sudah,1,15thn udh begini mennn? @wnyaasiintha @fitrahadel,abreviasi,0,0
ade,adek,1,kalah sama ade emeshh @dindalisaaa,zeroisasi,0,0
emeshh,gemas,1,kalah sama ade emeshh @dindalisaaa,subtitusi,anaptiksis,elongasi
th,tahun,1,"Umur 15th tapi gaya pacaran kaya udah suami istri, astagaaaaaa !!",abreviasi,0,0
kaya,kayak,1,"Umur 15th tapi gaya pacaran kaya udah suami istri, astagaaaaaa !!",zeroisasi,0,0
udah,sudah,1,"Umur 15th tapi gaya pacaran kaya udah suami istri, astagaaaaaa !!",zeroisasi,0,0
astagaaaaaa,astaga,1,"Umur 15th tapi gaya pacaran kaya udah suami istri, astagaaaaaa !!",elongasi,0,0
thn,tahun,1,@pputriindah 15thn ka. Kaka kalah :p wkwkwk,abreviasi,0,0
ka,kak,1,@pputriindah 15thn ka. Kaka kalah :p wkwkwk,zeroisasi,0,0
kaka,kakak,1,@pputriindah 15thn ka. Kaka kalah :p wkwkwk,zeroisasi,0,0
pacarn,pacaran,1,15 tahun su pacarn model bgni . Kalah ktg @ronald_knoxville . Hahahhahahha,abreviasi,0,0
bgni,begini,1,15 tahun su pacarn model bgni . Kalah ktg @ronald_knoxville . Hahahhahahha,abreviasi,0,0
ktg,kita,1,15 tahun su pacarn model bgni . Kalah ktg @ronald_knoxville . Hahahhahahha,abreviasi,anaptiksis,0
th,tahun,1,"15 th cau, ktp aja belum punya pacaranya udah luarbiasa.. Kalah ngana @desihanarumi",abreviasi,0,0
aja,saja,1,"15 th cau, ktp aja belum punya pacaranya udah luarbiasa.. Kalah ngana @desihanarumi",zeroisasi,0,0
pacaranya,pacarannya,0,"15 th cau, ktp aja belum punya pacaranya udah luarbiasa.. Kalah ngana @desihanarumi",zeroisasi,0,0
udah,sudah,1,"15 th cau, ktp aja belum punya pacaranya udah luarbiasa.. Kalah ngana @desihanarumi",zeroisasi,0,0
bgt,banget,1,@ikaaapratiwi hahaha kalah bgt mbaak,abreviasi,0,0
mbaak,mbak,1,@ikaaapratiwi hahaha kalah bgt mbaak,elongasi,0,0
gitu,begitu,1,@pputriindah mendadak jadi haters gitu ka ?wkwkwk :p,abreviasi,0,0
ka,kak,1,@pputriindah mendadak jadi haters gitu ka ?wkwkwk :p,zeroisasi,0,0
kka,kakak,1,Haha kka ngalah de klo sama yg begituan wkwkw @utsukushi._,abreviasi,0,0
ngalah,mengalah,1,Haha kka ngalah de klo sama yg begituan wkwkw @utsukushi._,afiksasi,0,0
de,dek,1,Haha kka ngalah de klo sama yg begituan wkwkw @utsukushi._,zeroisasi,0,0
klo,kalo,1,Haha kka ngalah de klo sama yg begituan wkwkw @utsukushi._,zeroisasi,0,0
yg,yang,1,Haha kka ngalah de klo sama yg begituan wkwkw @utsukushi._,abreviasi,0,0
udh,sudah,1,15 tahun.. Udh kayak suami istri cara pacaran nya behh,abreviasi,0,0
th,tahun,1,15th ree u kalah wkw @renaap94,abreviasi,0,0
kek,kayak,1,Semoga aku umur 15 atau 14 kek gini amin ya we?? @verenmarshandaa @rentyrahmadani,abreviasi,modifikasi vokal,0
gini,begini,1,Semoga aku umur 15 atau 14 kek gini amin ya we?? @verenmarshandaa @rentyrahmadani,abreviasi,0,0
bru,baru,1,hbd kak...sorry ya kak bru ngucapin?,abreviasi,0,0
ngucapin,mengucapkan,1,hbd kak...sorry ya kak bru ngucapin?,afiksasi,0,0
pacarane,pacarannya,0,"Edyan 15 tahun pacarane wes koyp ngene,,, rusakkk indonesia @desy_peg",subtitusi,0,0
rusakkk,rusak,1,"Edyan 15 tahun pacarane wes koyp ngene,,, rusakkk indonesia @desy_peg",elongasi,0,0
udah,sudah,1,Dikira umurnya udah 19th ehh pas di lihat masih 15,zeroisasi,0,0
th,tahun,1,Dikira umurnya udah 19th ehh pas di lihat masih 15,abreviasi,0,0
ehh,eh,1,Dikira umurnya udah 19th ehh pas di lihat masih 15,elongasi,0,0
yaaampunnn,ya ampun,0,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,elongasi,akronim,0
th,tahun,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,abreviasi,0,0
th,tahun,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,abreviasi,0,0
gini,begini,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,abreviasi,0,0
ga,enggak,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,abreviasi,zeroisasi,0
aja,saja,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,zeroisasi,0,0
kaga,kagak,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,zeroisasi,0,0
inii,ini,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,elongasi,0,0
taun,tahun,1,Yaaampunnn 15th ternyata?? bawah gue 2th dong . Tapi pacarannya kok gini sih adek? Apa ga terlalu berlebihan? gua aja poto bareng kaga pernah .. lah inii 15 taun boooo.. kaya suami istri ???,zeroisasi,0,0
yg,yang,1,Biarkan mereka yg menjalani @amma_dheaa,abreviasi,0,0
thn,tahun,1,"15 thn tapi tuwek mukae, disikan kene tapi ultahe @okesabella",abreviasi,0,0
tuwek,tua,1,"15 thn tapi tuwek mukae, disikan kene tapi ultahe @okesabella",subtitusi,modifikasi vokal,anaptiksis
mukae,mukanya,0,"15 thn tapi tuwek mukae, disikan kene tapi ultahe @okesabella",subtitusi,word-value letter,0
ultahe,ultahnya,0,"15 thn tapi tuwek mukae, disikan kene tapi ultahe @okesabella",subtitusi,word-value letter,0
yaaa,ya,1,Astaga 15 yaaa... Tua bgtt. Kirain 20thn an?,elongasi,0,0
bgtt,banget,1,Astaga 15 yaaa... Tua bgtt. Kirain 20thn an?,abreviasi,elongasi,0
thn,tahun,1,Astaga 15 yaaa... Tua bgtt. Kirain 20thn an?,abreviasi,0,0
tp,tapi,1,15?tp kua udh 20 :v udh nikah mlh kliatanya._.,abreviasi,0,0
udh,sudah,1,15?tp kua udh 20 :v udh nikah mlh kliatanya._.,abreviasi,0,0
udh,sudah,1,15?tp kua udh 20 :v udh nikah mlh kliatanya._.,abreviasi,0,0
mlh,malah,1,15?tp kua udh 20 :v udh nikah mlh kliatanya._.,abreviasi,0,0
kliatanya,kelihatannya,0,15?tp kua udh 20 :v udh nikah mlh kliatanya._.,zeroisasi,0,0
thn,tahun,1,Wow masih 15thn ?,abreviasi,0,0
apaa,apa,1,"Apaa, 15 ?",elongasi,0,0
udh,sudah,1,Udh ky 20an tahun..,abreviasi,0,0
ky,kaya,1,Udh ky 20an tahun..,abreviasi,0,0
q,aku,1,Q awal liat cessi di tv dulu waktu sinetron eneng cakep bingiit..,word-value letter,0,0
liat,lihat,1,Q awal liat cessi di tv dulu waktu sinetron eneng cakep bingiit..,zeroisasi,0,0
bingiit,banget,1,Q awal liat cessi di tv dulu waktu sinetron eneng cakep bingiit..,modifikasi vokal,elongasi,0
pcaranya,pacarannya,0,15 tahun?? pcaranya udah kyk 25an ya???,abreviasi,0,0
udah,sudah,1,15 tahun?? pcaranya udah kyk 25an ya???,zeroisasi,0,0
kyk,kayak,1,15 tahun?? pcaranya udah kyk 25an ya???,abreviasi,0,0
taon,tahun,1,"Anjir, baru 15 taon. Kirain uda  27 tahun. ? Bukan bermaksut ngebully, tp karna emang di lihat dari tampialannya, dari gaya pacarannya, kayak usia 27an. Kaget aku. Miris banget ya. @randymartinnn Nikaah aja dek",zeroisasi,modifikasi vokal,0
uda,sudah,1,"Anjir, baru 15 taon. Kirain uda  27 tahun. ? Bukan bermaksut ngebully, tp karna emang di lihat dari tampialannya, dari gaya pacarannya, kayak usia 27an. Kaget aku. Miris banget ya. @randymartinnn Nikaah aja dek",zeroisasi,0,0
